Date of Offense,Time of Offense,Date Offense Reported,Report Year,Month,CCN,District,Block Location,Type of Hate Bias,Targeted Group,Top Offense Type,Address,gcode,lat,long,zipcodes
2021-06-18,2100,2021-06-18,2021,6,21082033,6,200 B/O 63rd St NE,Sexual Orientation,Not Reported,ADW,200  63rd St NE Washington DC,"200, 63rd Street Northeast, Northeast Boundary, Washington, District of Columbia, 20019, United States",38.892091,-76.911034,20019
2021-06-19,1230,2021-06-19,2021,6,21082367,2,2700 B/O M St NW,Race,Black,Simple Assault,2700  M St NW Washington DC,"2700, M Street Northwest, Georgetown, Washington, District of Columbia, 20007, United States",38.905172,-77.055949,20007
2021-06-19,1311,2021-06-19,2021,6,21082372,4,800 B/O Venable Pl NW,Ethnicity/National Origin,Chinese,Threats,800  Venable Pl NW Washington DC,"800, Venable Place Northwest, Brightwood, Washington, District of Columbia, 20012, United States",38.970662,-77.025032,20012
2021-06-22,1124,2021-06-22,2021,6,21083987,5,2600 B/O Evarts St NE,Ethnicity/National Origin,Ethiopian,Threats,2600  Evarts St NE Washington DC,"2600, Evarts Street Northeast, Langdon, Washington, District of Columbia, 20018, United States",38.924588,-76.969349,20018
2021-06-24,2005,2021-06-24,2021,6,21085513,5,1000 B/O Quincy St NE,Sexual Orientation,Not Reported,Simple Assault,1000  Quincy St NE Washington DC,"1000, Quincy Street Northeast, University Heights, Washington, District of Columbia, 20017, United States",38.937325,-76.991703,20017
2021-06-25,500,2021-06-28,2021,6,21087454,4,1400 B/O Otis Pl NW,Sexual Orientation,Not Reported,Simple Assault,1400  Otis Pl NW Washington DC,"1400, Otis Place Northwest, Columbia Heights, Washington, District of Columbia, 20010, United States",38.934902,-77.032915,20010
2021-07-05,1234,2021-07-06,2021,7,21091642,4,5200 B/O Georgia Ave NW,Sexual Orientation,Not Reported,Simple Assault,5200  Georgia Ave NW Washington DC,"Popeyes, 5200, Georgia Avenue Northwest, Brightwood Park, Washington, District of Columbia, 20011, United States",38.95321355,-77.02798964503032,20011
2021-07-06,1100,2021-07-07,2021,7,21092692,4,6100 B/O 14th St NW,Sexual Orientation,Not Reported,Threats,6100  14th St NW Washington DC,"6100, 14th Street Northwest, Brightwood, Washington, District of Columbia, 20011, United States",38.964138,-77.03352,20012
2021-07-07,1615,2021-07-07,2021,7,21092966,2,3500 B/O Connecticut Ave NW,Sex/Gender,Female,Robbery,3500  Connecticut Ave NW Washington DC,"Laredo Restaurant, 3500, Connecticut Avenue Northwest, Northwest, Cleveland Park, Washington, District of Columbia, 20008, United States",38.9357572,-77.0589221,20015
2021-07-08,2322,2021-07-09,2021,7,21093819,1,1100 B/O 2nd Pl SE,Sexual Orientation,Not Reported,Simple Assault,1100  2nd Pl SE Washington DC,"Harlow, 1100, 2nd Place Southeast, Capitol Waterfront Neighborhood, Washington, District of Columbia, 20003, United States",38.8771679,-77.00252308318288,20003
2021-07-09,225,2021-07-09,2021,7,21093850,4,3100 B/O Georgia Ave NW,Gender Identity/Expression,Not Reported,ADW,3100  Georgia Ave NW Washington DC,"3100, Georgia Avenue Northwest, Pleasant Plains, Washington, District of Columbia, 20012, United States",38.9291733,-77.0235012,20012
2021-07-10,50,2021-07-10,2021,7,21094397,1,600 B/O H St NW,Ethnicity/National Origin,Chinese,Threats,600  H St NW Washington DC,"600, H Street Northwest, Chinatown, Washington, District of Columbia, 20001, United States",38.899729,-77.020065,20001
2021-07-11,2357,2021-07-12,2021,7,21095418,2,3000 B/O K St NW,Race,Black,Threats,3000  K St NW Washington DC,"Bangkok Joe's, 3000, K Street Northwest, Georgetown, Washington, District of Columbia, 20566, United States",38.9020514,-77.0599256,20566
2021-07-17,2137,2021-07-17,2021,7,21098843,1,400 B/O Massachusetts Ave NW,Ethnicity/National Origin,Jewish,Threats,400  Massachusetts Ave NW Washington DC,"400, Massachusetts Avenue Northwest, Mount Vernon Square, Washington, District of Columbia, 20001, United States",38.90013,-77.016358,20001
2021-07-20,2035,2021-07-20,2021,7,21100553,2,1100 B/O I St NW,Sexual Orientation,Not Reported,ADW,1100  I St NW Washington DC,"1100, I Street Northwest, Downtown, Washington, District of Columbia, 20005, United States",38.90125,-77.027189,20005
2021-07-21,2213,2021-07-21,2021,7,21101207,3,1900 B/O 9th ST NW,Gender Identity/Expression,Not Reported,Threats,1900  9th ST NW Washington DC,"1900, 9th Street Northwest, Greater U Street Historic District, Washington, District of Columbia, 20001, United States",38.915694,-77.024069,20009
2021-07-23,2114,2021-07-23,2021,7,21102327,1,300 B/O Water St SE,Ethnicity/National Origin,Latino/Hispanic,Robbery,300  Water St SE Washington DC,"Kruba Thai & Sushi, 300, Water Street Southeast, Capitol Waterfront Neighborhood, Washington, District of Columbia, 20003, United States",38.8739785,-77.0017416,20590
2021-07-24,1946,2021-07-24,2021,7,21102856,3,2300 B/O 18th St NW,Sexual Orientation,Not Reported,Simple Assault,2300  18th St NW Washington DC,"The Madrid, 2300, 18th Street Northwest, Adams Morgan, Washington, District of Columbia, 20009, United States",38.9199289,-77.04199528390282,20009
2021-07-25,135,2021-07-25,2021,7,21103032,2,3300 B/O Prospect St NW,Sexual Orientation,Not Reported,Leaving After Colliding,3300  Prospect St NW Washington DC,"3300, Prospect Street Northwest, Georgetown, Washington, District of Columbia, 20057, United States",38.9058238,-77.0661692,20057
2021-07-25,1718,2021-07-25,2021,7,21103325,3,1900 B/O 2nd ST NW,Ethnicity/National Origin,Chinese,Damage/Defacing/Destruction of Property,1900  2nd ST NW Washington DC,"1900, 2nd Street Northwest, Shaw, Common Good Farm, Washington, District of Columbia, 20001, United States",38.916395,-77.014536,20001
2021-07-30,1741,2021-07-31,2021,7,21106634,3,2100 B/O 18th St NW,Race,Asian,Simple Assault,2100  18th St NW Washington DC,"2100, 18th Street Northwest, Adams Morgan, Washington, District of Columbia, 20009, United States",38.9179498,-77.0419158,20009
2021-08-04,440,2021-08-04,2021,8,21108841,2,2000 B/O P St NW,Ethnicity/National Origin,Turkish,Displaying Symbols,2000  P St NW Washington DC,"Toronto, 2000, P Street Northwest, Dupont Circle, Washington, District of Columbia, 20036-5305, United States",38.9094647,-77.0451401,20036
2021-08-05,2330,2021-08-06,2021,8,21109780,5,800 B/O 26th St NE,Gender Identity/Expression,Not Reported,Robbery,800  26th St NE Washington DC,"800, 26th Street Northeast, Langston, Washington, District of Columbia, 20002, United States",38.90199651771599,-76.97033211207008,20002
2021-08-07,2127,2021-08-07,2021,8,21108885,2,3700 B/O Fulton St NW,Ethnicity/National Origin,Chinese,Simple Assault,3700  Fulton St NW Washington DC,"3700, Fulton Street Northwest, Massachusetts Avenue Heights, Glover Park, Washington, District of Columbia, 20007, United States",38.926103,-77.074013,20007
2021-08-10,2042,2021-08-10,2021,8,21112525,6,5100 B/O Clay Ter NE,Sexual Orientation,Not Reported,ADW,5100  Clay Ter NE Washington DC,"Clay Terrace Northeast, Richardson Dwellings, Washington, District of Columbia, 20019, United States",38.893507,-76.924295,20019
2021-08-13,2240,2021-08-14,2021,8,21114199,3,2200 B/O Georgia Ave NW,Sexual Orientation,Not Reported,Simple Assault,2200  Georgia Ave NW Washington DC,"Georgia Avenue Northwest, Takoma, Washington, District of Columbia, 20012, United States",38.9837103,-77.0265877,20012
2021-08-18,1015,2021-08-18,2021,8,21116476,5,900 B/O Rhode Island Ave NE,Race,White,ADW,900  Rhode Island Ave NE Washington DC,"900, Rhode Island Avenue Northeast, Washington, District of Columbia, 20018, United States",38.922167,-76.993773,20018
2021-08-18,1530,2021-08-18,2021,8,21116694,3,2800 B/O Georgia Ave NW,Ethnicity/National Origin,Latino/Hispanic,Threats,2800  Georgia Ave NW Washington DC,"2800, Georgia Avenue Northwest, Pleasant Plains, Washington, District of Columbia, 20059, United States",38.9262032,-77.0230452,20059
2021-08-20,148,2021-08-20,2021,8,21117484,2,1400 B/O 14th St NW,Race,Black,Simple Assault,1400  14th St NW Washington DC,"Mai Place DC, 1400, 14th Street Northwest, Logan Circle/Shaw, Washington, District of Columbia, 20005, United States",38.90898285,-77.03225563481675,20005
2021-08-24,1824,2021-08-24,2021,8,21120013,1,600 B/O Massachusetts Ave NW,Race,Black,Simple Assault,600  Massachusetts Ave NW Washington DC,"Farmers & Distillers, 600, Massachusetts Avenue Northwest, Mount Vernon Square, Washington, District of Columbia, 20001, United States",38.9013438,-77.0202236,20001
2021-08-28,1000,2021-08-28,2021,8,21122308,2,1200 B/O New Hampshire Ave NW,Religion,Jewish,Simple Assault,1200  New Hampshire Ave NW Washington DC,"Meiwah, 1200, New Hampshire Avenue Northwest, Washington, District of Columbia, 20036, United States",38.9054718,-77.0477261,20036
2021-08-28,1933,2021-08-28,2021,8,21122345,3,900 B/O N St NW,Ethnicity/National Origin,Chinese,ADW,900  N St NW Washington DC,"900, N Street Northwest, Logan Circle/Shaw, Washington, District of Columbia, 20001, United States",38.907158,-77.024114,20005
2021-08-29,1740,2021-08-29,2021,8,21122843,1,800 B/O 5th St NW,Sexual Orientation,Not Reported,Simple Assault,800  5th St NW Washington DC,"800, 5th Street Northwest, Chinatown, Washington, District of Columbia, 20001, United States",38.899934,-77.019031,20001
2021-08-30,2010,2021-08-30,2021,8,21123480,1,500 B/O K St NW,Ethnicity/National Origin,Chinese,Simple Assault,500  K St NW Washington DC,"Subway Liquors II, 500, K Street Northwest, Mount Vernon Square, Washington, District of Columbia, 20001, United States",38.9022751,-77.0191508,20001
2021-09-02,1200,2021-09-02,2021,9,21125046,5,1800 B/O Perry Pl NE,Race,Black,Simple Assault,1800  Perry Pl NE Washington DC,"Perry Place Northeast, University Heights, Washington, District of Columbia, 20017, United States",38.937218,-76.994089,20017
2021-08-31,1500,2021-09-03,2021,9,21125454,1,1300 B/O Delaware Ave SW,Religion,Jewish,Damage/Defacing/Destruction of Property,1300  Delaware Ave SW Washington DC,"1300, Delaware Avenue Southwest, Southwest Waterfront, Washington, District of Columbia, 20024, United States",38.874543,-77.014331,20024
2021-09-03,1557,2021-09-03,2021,9,21125631,2,1000 B/O Vermont Ave NW,Sexual Orientation,Not Reported,Simple Assault,1000  Vermont Ave NW Washington DC,"Gregorys Coffee, 1000, Vermont Avenue Northwest, Downtown, Washington, District of Columbia, 20005, United States",38.9028352,-77.0339184,20005
2021-09-09,140,2021-09-09,2021,9,21128638,1,1100 B/O South Capitol St SW,Sexual Orientation,Not Reported,Simple Assault,1100  South Capitol St SW Washington DC,"South Capitol Street Southwest, Washington, District of Columbia, 20590, United States",38.8728869,-77.0091376,20590
2021-08-28,700,2021-09-09,2021,9,21128684,2,1000 B/O 31st St NW,Ethnicity/National Origin,Jewish,Displaying Symbols,1000  31st St NW Washington DC,"1000, 31st St NW, Georgetown, Washington, District of Columbia, 20007, United States",38.903557,-77.061253,20566
2021-09-09,1952,2021-09-09,2021,9,21129138,4,5200 B/O Georgia Ave NW,Race,Black,Threats,5200  Georgia Ave NW Washington DC,"Popeyes, 5200, Georgia Avenue Northwest, Brightwood Park, Washington, District of Columbia, 20011, United States",38.95321355,-77.02798964503032,20011
2021-09-11,2352,2021-09-12,2021,9,21130377,1,500 B/O G St NW,Race,Black,Threats,500  G St NW Washington DC,"500, G Street Northwest, Washington, District of Columbia, 20001, United States",38.89823,-77.019084,20548
2021-09-13,700,2021-09-13,2021,9,21131010,2,2500 B/O M St NW,Race,White,Simple Assault,2500  M St NW Washington DC,"2500, M Street Northwest, West End, Washington, District of Columbia, 20037, United States",38.905175,-77.053451,20566
2021-09-13,1513,2021-09-13,2021,9,21131236,2,2200 B/O M St NW,Race,White,Simple Assault,2200  M St NW Washington DC,"2200, M Street Northwest, West End, Washington, District of Columbia, 20037, United States",38.905185,-77.048966,20007
2021-09-14,1920,2021-09-14,2021,9,21131993,3,3300 B/O 14th St NW,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,3300  14th St NW Washington DC,"PNC Bank, 3300, 14th Street Northwest, Columbia Heights, Washington, District of Columbia, 20010, United States",38.9304498,-77.0329824,20010
2021-09-15,2100,2021-09-15,2021,9,21132627,2,2200 B/O Wisconsin Ave NW,Race,White,Simple Assault,2200  Wisconsin Ave NW Washington DC,"Sweetgreen, 2200, Wisconsin Avenue Northwest, Glover Park, Washington, District of Columbia, 20007, United States",38.9191576,-77.07102775453205,20007
2021-09-17,854,2021-09-17,2021,9,21133387,5,2200 B/O 25th Pl NE,Race,White,ADW,2200  25th Pl NE Washington DC,"2200, 25th Place Northeast, Langdon, Washington, District of Columbia, 20018, United States",38.92017,-76.970449,20018
2021-09-17,1215,2021-09-17,2021,9,21133443,5,2200 B/O 25th Pl NE,Race,Black,Damage/Defacing/Destruction of Property,2200  25th Pl NE Washington DC,"2200, 25th Place Northeast, Langdon, Washington, District of Columbia, 20018, United States",38.92017,-76.970449,20018
2021-09-18,933,2021-09-18,2021,9,21133959,5,200 B/O L St NE,Gender Identity/Expression,Not Reported,ADW,200  L St NE Washington DC,"200, L Street Northeast, NoMa, Near Northeast, Washington, District of Columbia, 20002, United States",38.903813,-77.003412,20002
2021-09-19,1840,2021-09-19,2021,9,21134812,7,3300 B/O 14th Pl SE,Sexual Orientation,Not Reported,Simple Assault,3300  14th Pl SE Washington DC,"3300, 14th Place Southeast, Congress Heights, Washington, District of Columbia, 20032, United States",38.844199,-76.984498,20032
2021-09-26,257,2021-09-26,2021,9,21138472,2,4900 B/O Wisconsin Ave NW,Ethnicity/National Origin,Arab/Middle Eastern,Simple Assault,4900  Wisconsin Ave NW Washington DC,"Shell, 4900, Wisconsin Avenue Northwest, Friendship Heights, Washington, District of Columbia, 20007, United States",38.9535103,-77.0825329,20007
2021-09-29,1255,2021-09-29,2021,9,21140392,7,2200 B/O Hunter Pl SE,Ethnicity/National Origin,Arab/Middle Eastern,Simple Assault,2200  Hunter Pl SE Washington DC,"2200, Hunter Place Southeast, Anacostia, Washington, District of Columbia, 20020, United States",38.859668,-76.984083,20020
2021-10-02,1650,2021-10-02,2021,10,21142442,5,600 B/O Edgewood St NE,Gender Identity/Expression,Not Reported,Simple Assault,600  Edgewood St NE Washington DC,"600, Edgewood Street Northeast, Edgewood, Washington, District of Columbia, 20017, United States",38.924625,-76.997293,20017
2021-10-13,1335,2021-10-13,2021,10,21148753,4,4800 B/O Fort Totten Dr NE,Sexual Orientation,Not Reported,Simple Assault,4800  Fort Totten Dr NE Washington DC,"4800, Fort Totten Drive Northeast, Fort Totten, Washington, District of Columbia, 20011, United States",38.948391,-77.006353,20011
2021-10-20,1852,2021-10-20,2021,10,21153055,3,2000 B/O 14th St NW,Race,White,Threats,2000  14th St NW Washington DC,"14th Street Post Office, 2000, 14th Street Northwest, Cardozo/Shaw, Washington, District of Columbia, 2005, United States",38.917594,-77.0322327,20009
2021-10-21,1800,2021-10-21,2021,10,21999999,2,3800 B/O Massachusetts Ave NW,Ethnicity/National Origin,Jewish,Displaying Symbols,3800  Massachusetts Ave NW Washington DC,"3800, Massachusetts Avenue Northwest, Cathedral Heights, Washington, District of Columbia, 20008, United States",38.929777,-77.07492,20008
2021-10-21,2306,2021-10-22,2021,10,21153811,5,Unit B/O M St NE,Race,Black,Simple Assault,  M St NE Washington DC,"M Street Northeast, NoMa, Near Northeast, Washington, District of Columbia, 20002, United States",38.9056439,-77.0038487,20002
2021-10-23,1938,2021-10-23,2021,10,21154854,5,3100 B/O Rhode Island Ave NE,Gender Identity/Expression,Not Reported,ADW,3100  Rhode Island Ave NE Washington DC,"3100, Rhode Island Avenue Northeast, Woodridge, Washington, District of Columbia, 20018, United States",38.93492396428572,-76.96424089285715,20018
2021-10-24,938,2021-10-24,2021,10,21155190,1,Unit B/O Massachusetts Ave NE,Gender Identity/Expression,Not Reported,Simple Assault,  Massachusetts Ave NE Washington DC,"Massachusetts Avenue Northeast, NoMa, Washington, District of Columbia, 20002, United States",38.8970854,-77.0079521,20002
2021-10-30,2330,2021-10-31,2021,10,21158790,7,Unit B/O Galveston St SW,Sexual Orientation,Not Reported,Simple Assault,  Galveston St SW Washington DC,"Galveston Street Southwest, Bellevue, Washington, District of Columbia, 20032, United States",38.8236,-77.008619,20032
2021-10-31,1015,2021-10-31,2021,10,21159185,2,600 B/O 22nd St NW,Religion,Jewish,Burglary,600  22nd St NW Washington DC,"Charles E. Smith Center, 600, 22nd Street Northwest, George Washington University, Foggy Bottom, Washington, District of Columbia, 20008, United States",38.8978142,-77.04935309629425,20008
2021-10-31,1923,2021-10-31,2021,10,21159236,2,1000 B/O Connecticut Ave NW,Ethnicity/National Origin,Iranian,Damage/Defacing/Destruction of Property,1000  Connecticut Ave NW Washington DC,"1000, Connecticut Avenue Northwest, Golden Triangle, Washington, District of Columbia, 20036, United States",38.9028589,-77.0400028,20036
